Duration (in seconds),Finished,RecordedDate,ResponseId,LocationLatitude,LocationLongitude,UserLanguage,Q_RecaptchaScore,Q0_ProlificID,Q1,Q2,Q3,Q4,Q4_5_TEXT,Q5,Q6,Q7,Q7_4_TEXT,Q8,Q8_5_TEXT,Q9,Q9_9_TEXT,Q10_1,Q11,Q11_7_TEXT,Q12,Q13,Q13_7_TEXT,Q14,Q15,Q16 ,Q17,Q17_1_TEXT,Q18,Q19,Q20,Q21,Q21_5_TEXT,Q22,Q23,Q24,Q24_4_TEXT,Q25,Q25_5_TEXT,Q26,Q26_9_TEXT,Q27_1,Q28,Q28_7_TEXT,Q29,Q30,Q30_7_TEXT,Q31,Q32,Q33,Q34,Q34_1_TEXT,Q35,Q36,Q37,Q38,Q39_1,Q40_1
1317,True,7/1/25 11:28,R_8ASCU7FAWWrsta5,"48,1078","11,586",DE,0,,Yes,"1. Colleagues from senior studies, my wife
2. Café
3. Why do you need a password for the most insignificant nonsense, e.g. when buying tickets for the cinema, which in the worst case is generated by a computer and stored on a specific system (because you can't remember it)? This defeats the purpose of a password.
4. Many colleagues feel overwhelmed, e.g., when using the LSF at LMU, and are afraid to do banking transactions—they confuse the bank's systems with other computer applications. (At the bank, I can only enter a password three times—with other computer applications, I can enter it an infinite number of times).
5. Approximately 30 minutes
6. You can obtain/apply for cloud storage at LMU – this is so unnecessarily complicated when applying for and later using it that the really important things are completely lost sight of.",4,"Colleague,Acquaintance",,Other,"Yes, somebody I know","Public space (e.g., café, train)",,"Personal experience (e.g. cybersecurity incident),News story or social media post,Someone asked for advice",,"Application areas,Identity theft or fraud,Security behavior,Security tools",,5 (Strongly agree),Confident/informed,,I have been working in the IT industry for about 40 years.,Annoyed,,Because the people who write these terrible applications don't think for a moment and just copy the same old procedure over and over again.,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,71,Male,Germany,Retired,1 (Strongly disagree),5 (Strongly agree)
386,True,7/1/25 12:29,R_2hbSZ9haKW0Kmvq,"48,1475","11,5865",DE,,,Yes,"Senior citizen advice at the ASZ
Internet safety: what to do, what to look out for
Demand for advice
30 min
???",1,Stranger,,Other,No,"Public space (e.g., café, train)",,Someone asked for advice,,"Application areas,Identity theft or fraud,Incidents,Privacy tools,Security behavior,Security tools",,4,Interested/curious,,Since I have been dealing with this topic for quite some time,Worried/anxious,,"Not knowing what to do, when, and where",Yes,I think that the person is now better informed than before.,,,No,,,,,,,,,,,,,,,,,,,,,,,,73,Male,Germany,Retired / Graduate in Industrial Engineering & Electrical Engineering / Former Business Unit Controller,4,5 (Strongly agree)
537,True,7/1/25 13:53,R_8Idasc6vGQpKSxr,"48,1223","11,5112",DE,"0,8000000119",,Yes,"My partner showed me his new password manager at home. He says it's extremely secure and that I should stop using Google Password Manager because it's less secure. I replied that I hardly ever use password managers and remember almost all my passwords, but that they often have no more than eight characters. He recommended that if it became too much for me to remember these passwords, he would sit down with me and set up the password manager on this website so that I wouldn't have to use Google.
The conversation lasted a few minutes, and he also impressively showed me how simple and useful his new password manager is. He assured me that he had thoroughly researched the increased security provided by the length and complexity of the suggested passwords.",1,Friend,,Other,No,At home,,Other (please specify),sein drang sichere Passwörter zu haben,"Application areas,Security behavior,Security tools",,4,"Interested/curious,Confident/informed,Helpful/responsible",,"Because I trust my partner to keep themselves well informed about important issues and then share this information with me so that I can also benefit from it. It also seemed like a good idea in principle, which I just needed to put into practice.","Confident/informed,Helpful/responsible",,He presented verifiable information and was confident that he was making a good recommendation.,No,,"No, but I plan to have one in the future",,No,,,,,,,,,,,,,,,,,,,,,,,,25,Female,Germany,Researcher in the field of biomedicine,4,5 (Strongly agree)
598,True,7/1/25 14:45,R_21Z8RsXYuERFudG,"48,1475","11,5865",DE,"0,3000000119",,Yes,"1. A friend and I
2. in a sports clubhouse
3. via WhatsApp
4. the request to join a WhatsApp group
5. four minutes
6. of course",2,Friend,,Other,"Yes, somebody I know","Public space (e.g., café, train)",,"Personal experience (e.g. cybersecurity incident),Work/school-related requirement",,"Application areas,Identity theft or fraud,Surveillance or data collection",,3,"Interested/curious,Worried/anxious,Confident/informed",,because I was already tired from the day's work,"Interested/curious,Confident/informed,Helpful/responsible",,She seemed to know her way around.,Yes,End-to-end encryption,"No, but I plan to have one in the future",,No,,,,,,,,,,,,,,,,,,,,,,,,67,Male,Germany,Medicine / Linguistics,4,5 (Strongly agree)
800,True,7/2/25 11:24,R_2As1Po1Wlguk9wJ,"48,2049","16,3662",EN,"0,400000006",,Yes,"1. A work colleague and myself 
2. In the office
3. The steps we take for cybersecurity as individuals handling security themes at work
4. An article I read and shared with said colleague about a security vulnerability 
5. A few minutes (more than 10)
6. No",1,"Friend,Colleague",,Myself,No,Workplace/University,,"Personal experience (e.g. cybersecurity incident),News story or social media post,Work/school-related requirement",,"Application areas,Privacy tools ,Security behavior ,Security tools ",,5 (Strongly agree),"Interested/curious,Confident/informed",,It's a topic I thoroughly enjoy and interact with ,"Interested/curious,Confident/informed",,They are a professional with a long career that involves handling such topics,,,"No, but I plan to have one in the future",,"Yes, I’d like to describe another conversation","1. A relative and myself
2. During a voice call online
3. General topics in cybersecurity 
4. The relative is educated in the topic but generally treat their personal cybersecurity lightly
5. A few minutes 
6. No",1,"Friend,Other (please specify)",family member,Other,No,Other (please specify),Phone call,"Personal experience (e.g. cybersecurity incident),Work/school-related requirement",,"Application areas,Privacy tools ,Security behavior ,Security tools ",,5 (Strongly agree),"Interested/curious,Confident/informed,Helpful/responsible",,Same answer as the previous one,"Interested/curious,Indifferent",,They're interested in the topic in theory but find the application to be tedious ,,,,,27,Prefer not to answer,Germany,Computer Science,3,5 (Strongly agree)
101,True,7/3/25 9:43,R_8fwwX3tDbYGCWqm,"48,1428","11,5801",DE,0,,I don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,Female,Germany,Student,1 (Strongly disagree),5 (Strongly agree)
519,True,7/4/25 17:10,R_2pnbiTdLpuz6raS,"48,1475","11,5865",DE,"0,6000000238",,Yes,"1. Computer science student and math student
2. Isarufer
3. Security vulnerabilities in well-known browsers such as Chrome, Firefox, and Safari (zero-day exploits)
4. The computer science student involved has qualified for the German hacking championships
5. 20 minutes
6. An acquaintance of a friend of mine has repeatedly received €300,000 for discovering such zero-day exploits in recent years. That's a lot of money for a student.",2,Friend,,Other,No,"Public space (e.g., café, train)",,Personal experience (e.g. cybersecurity incident),,"Application areas,Surveillance or data collection ",,4,Interested/curious,,It's very interesting to know someone who is a cybersecurity genius and can share insider information.,Confident/informed,,He knows his way around.,No,,"Yes, I had (How many?)",2,No,,,,,,,,,,,,,,,,,,,,,,,,21,Male,Germany,Physics,1 (Strongly disagree),5 (Strongly agree)
231,True,7/5/25 9:15,R_8ynl3DcBcueRcXv,"48,255","11,6551",EN,"0,8999999762",,I don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,Female,Germany,PhD student,2,5 (Strongly agree)
397,True,7/6/25 14:18,R_2EIQlgSXmFeECit,"48,1363","11,5357",DE,"0,8000000119",,Yes,"1. Friends
2. Public transport, school/university, home, at a friend's house
3. Password selection
4. We are IT nerds, news
5. 10-30 minutes
6. Possibly also OS selection, switching to Linux, BigTech, open source, data protection, informational self-determination, CloudFlare Teleport, etc., IMSI catching, etc.",1.4,"Friend,Colleague,Acquaintance",,,No,Workplace/University,,"Personal experience (e.g. cybersecurity incident),News story or social media post,Someone asked for advice",,"Application areas,Incidents ,Phishing or scams,Privacy tools ,Security behavior ,Security tools ,Surveillance or data collection ,Other (please specify)","Politik, PIRATEN,...",4,"Interested/curious,Worried/anxious,Confident/informed,Helpful/responsible",,"It is an important problem, but many people do too little about it, or it is not important to them. There is too little education in society, too little knowledge.","Interested/curious,Worried/anxious,Annoyed,Helpful/responsible,Indifferent",,"I often annoy people with these topics, even IT nerds...",,,,,No,,,,,,,,,,,,,,,,,,,,,,,,23,Male,Germany,Computer Science,5 (Strongly agree),5 (Strongly agree)
333,True,7/6/25 17:23,R_8odLqxdgcsbyZHk,"48,1384","11,6752",DE,"0,1000000015",,Yes,"1. Friends of the same age as me (23 years old)
2. While walking
3. About the possibility of cracking the RSA algorithm using quantum computing. More specifically, it was about the Shor algorithm offering the option of breaking numbers down into their prime factors.
4. The general development of encryption.
5. Approximately 30 minutes
6. -/-",2,Friend,,Myself,No,"Public space (e.g., café, train)",,"Personal experience (e.g. cybersecurity incident),Work/school-related requirement",,"Security behavior ",,5 (Strongly agree),"Interested/curious,Confident/informed",,Since I am well versed in this subject thanks to my studies.,Helpful/responsible,,"Because she did not know the mathematical basics, but subsequently understood them.",No,,"No, but I plan to have one in the future",,No,,,,,,,,,,,,,,,,,,,,,,,,23,Male,Germany,Media informatics,3,5 (Strongly agree)
221,True,7/6/25 17:43,R_8Dhed6Cu0wa7Yap,"48,0753","11,7097",DE,"0,1000000015",,Yes,"1. Friends
2. Home
3. Password security, hacker attacks
4. Partner works in IT company and talks about his workday
5. 30 minutes
6. No",2,Friend,,Other,No,At home,,Personal experience (e.g. cybersecurity incident),,"Application areas,Incidents ,Phishing or scams,Security behavior ",,2,Worried/anxious,,Fear of the future,"Interested/curious,Worried/anxious,Confident/informed,Annoyed",,Works in the IT industry,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,24,Female,Germany,Nurse,3,5 (Strongly agree)
1447,True,7/6/25 18:12,R_85TOwOg0ghc11wC,"48,0753","11,7097",EN,"0,8000000119",,Yes,It was a talk with a colleague about the onboarding of a new customer to our product. It was about separating all customers technically and secure data protection. It took about half an hour. ,2,"Friend,Colleague",,Myself,No,Workplace/University,,Work/school-related requirement,,"Incidents ",,5 (Strongly agree),"Interested/curious,Confident/informed,Helpful/responsible",,Good input from the colleagues. Straight way to go further from there point of the conversation,"Interested/curious,Confident/informed,Helpful/responsible",,We talk much about these kind of topics,No,,"Yes, I had (How many?)",1,No,,,,,,,,,,,,,,,,,,,,,,,,23,Male,Germany,IT,4,5 (Strongly agree)
