Duration (in seconds),Finished,RecordedDate,ResponseId,LocationLatitude,LocationLongitude,UserLanguage,Q_RecaptchaScore,Q0_ProlificID,Q1,Q2,Q3,Q4,Q4_5_TEXT,Q5,Q6,Q7,Q7_4_TEXT,Q8,Q8_5_TEXT,Q9,Q9_9_TEXT,Q10_1,Q11,Q11_7_TEXT,Q12,Q13,Q13_7_TEXT,Q14,Q15,Q16 ,Q17,Q17_1_TEXT,Q18,Q19,Q20,Q21,Q21_5_TEXT,Q22,Q23,Q24,Q24_4_TEXT,Q25,Q25_5_TEXT,Q26,Q26_9_TEXT,Q27_1,Q28,Q28_7_TEXT,Q29,Q30,Q30_7_TEXT,Q31,Q32,Q33,Q34,Q34_1_TEXT,Q35,Q36,Q37,Q38,Q39_1,Q40_1
1061,True,6/30/25 16:31,R_8YJRDkbLDYIn348,"48,1475","11,5865",DE,"0,400000006",,Yes,"Tatsächlich haben wir darüber geredet nach dem wir alle von Marc Uwekling den Thriller View gelesen oder als hörbuch gehört haben. 

Zum einen ging es dann Über KI und wenn KI wirklich ein Verbrechen nutzt und ein Verbrechen zu generieren. Zum anderen ging es darum was ist dann Real. Oder auch darum was ist wenn die Justzit und die Polizei nicht mehr sagen kann wann etes KI generiert ist oder nicht. Oder wenn es so zu Hetzten und Gewaltaten kommt. Oder eben wie Menschen über Daten im Netzt und Nachrichten an eine Identität kommen. Oder eben eine Andere Identität nutzen um in desen Nahmen eine Straftat zu begehen. Oder eben eine Künstliche Identität zur Volkshetze benutzt wird. Und was eben heute schon möglich sein könnte oder in ein paar jahren. Und das Datensichehriet immer wichtiger wird. Aber es auch immer häufiger zu Daten missbrauch kommen könnte. Mnache meinte Welchen ein Quatsch so was ist sicher noch mit Bugs etc. Und so perfeckt könnte man so was nicht generieren. ES ging dann auch über Cyber krieg in der Politik und moderne Kriegsführung ohne waffen mann müsste ja nur die Infrastruktur einer Regien hacken. um eine Region lam zu legen (elekttriziät nahverkehr Fernfehkeehr wasser wirtschaft....) Oh das gespräch ging über mehrer stunden sicher so 3-4h. 

Eine andere Situation war in der Arbeit wo es um Passwort sichheir heit von Geräten ging. Da die meisten direckt am PC stehen. Wenn es ein gemeinschaft gerät ist oder in der Unmittelbaren nähe. und wie sicher diese dann sind wenn sie so einfach gewählt sind. Wie sicher sind dann unsere Versuchsdaten. Kann sich die dann jeder holen. Sollten wir die Passwörter nur dem nächsten bei bringen. Ohne zettel in der Nähe hinterlegt. Wie sicher ist die Uni vor cyber angriffen etc. manche waren eher mit weniger sicher dabei manche waren für sehr sicher weshalb sehr heftigt diskutiert wurde mit was wäre wenn Situationen
das gespärch gign so 30-45 minuten. 
",5,"Friend,Colleague",,Other,No,Other (please specify),auf der aRbeit und bei freundien,"Work/school-related requirement,Other (please specify)",Treffen mit freunden über das Buch. ,"Application areas (web browsing, smartphone, social media etc.),Identity theft or fraud,Incidents (ransomware attack, data breach, leak, device theft etc.),Security behavior (choice of passwords, updating software etc.),Security tools (password managers, antivirus, VPN etc.)",,3,"Interested/curious,Worried/anxious,Helpful/responsible",,"Weil ich denke das keiner 100% über datensicherhiet aufgeklärt ist und sein kann. 
Zu dem ist es Besorgeniseregend was moderne Technik in zukunft vieleicht können wird. Und wer einfach nicht hinterherkommen in sachen Sicherheit des einzelnen. ","Interested/curious,Worried/anxious,Confident/informed,Helpful/responsible",,Einige waren Richtige Technik profis oder Eben Mitarbeiter bei der Telekom. Andere machen einen neben Job für das deutsche Stromnetz. Andere haben sich einfach Sichergefühlt und haben keine bedenkne. Wie sätzt os was wird dann reguliert oder so was wird nicht passieren das ist scienfiction... ,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,34,Female,Deutschland,Biologisch-technische Assistentin in Weiterbildung zur Biotechnikerin mit Fachabitur Technik,2,5 (Strongly agree)
685,True,6/30/25 16:35,R_8L7Kui1HyRGoVQ0,"48,1363","11,5357",DE,0,,Yes,"1. Freund
2. Zuhause 
3. Hackerangriff allgemein 
4. Aktuelle Nachrichten 
5. Max 5 min
6. Hacker sind der IT-Security immer 1 Schritt voraus ",1,Friend,,Other,No,At home,,News story or social media post,,"Incidents (ransomware attack, data breach, leak, device theft etc.),Privacy tools (permission manager, cookie banners etc.),Security behavior (choice of passwords, updating software etc.),Security tools (password managers, antivirus, VPN etc.)",,2,"Interested/curious,Worried/anxious",,K.A.,"Interested/curious,Confident/informed,Helpful/responsible",,Kennt sich besser aus ,Yes,Mehr awareness in der Arbeit ,,,No,,,,,,,,,,,,,,,,,,,,,,,,56,Female,Deutschland ,Geologin,1 (Strongly disagree),5 (Strongly agree)
168,True,6/30/25 20:52,R_2DfPMSWoPYlSsGl,"48,164","11,5945",DE,"0,3000000119",,I don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,Prefer not to answer,Deutschland ,Design ,2,2
1242,True,6/30/25 21:42,R_8mwv89XT9O4BcHu,"42,6631","21,169",DE,0,,Yes,"Ich habe dieses Thema mit Koleginnen in der Mittagspause besprochen.

1. Meine Schwester
2. Am Telefon
3. Ueber Datenschutz
4. Mein verlorenes Heft, weil dort alle meine Passwoerter waren mit wichtigen Informationen von Kunde/innen bezogen auf der Arbeit.
5. 15-20 min
6. Nein  
",1,Acquaintance,,Myself,No,Other (please specify),Telefon,"Personal experience (e.g., cybersecurity incident)",,"Application areas (web browsing, smartphone, social media etc.),Identity theft or fraud,Security tools (password managers, antivirus, VPN etc.)",,3,"Worried/anxious,Annoyed",,"Ich habe mich so gefuehlt, weil ich fuer die Passwoerter zustaendig war. ","Annoyed,Indifferent",,Weil Sie mich tollpatschig finden. ,No,,"No, but I plan to have one in the future",,No,,,,,,,,,,,,,,,,,,,,,,,,32,Female,Deutschland,Psychologin ,5 (Strongly agree),5 (Strongly agree)
703,True,6/30/25 23:51,R_1TMqEJtbOgWbLpK,"40,6739","-73,9358",EN,"0,1000000015",,Yes,"The last time I have spoken about cybersecurity, was two weeks ago. Few departments in the college that I work received some spam emails. We immediately reported them to the IT department. Then they took it from there. They shared an email notifying and warning the employee to not click on links coming from unknown or outside organization emails.",10,Colleague,,Myself,"Yes, somebody I know",Workplace/University,,"Personal experience (e.g., cybersecurity incident)",,"Identity theft or fraud,Incidents (ransomware attack, data breach, leak, device theft etc.),Phishing or scams",,5 (Strongly agree),"Confident/informed,Helpful/responsible",,Because I have knowledge in cybersecurity.,"Interested/curious,Worried/anxious",,Because she accidentally has clicked on the link.,Yes,We had to complete a training about cybersecurity.,"No, but I plan to have one in the future",,No,,,,,,,,,,,,,,,,,,,,,,,,26,Female,USA,Data Science,5 (Strongly agree),5 (Strongly agree)
83,True,6/30/25 23:52,R_2fZ8nZLLo0c51Gp,"42,6631","21,169",EN,"0,200000003",,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,Female,Kosove,Psychology,2,5 (Strongly agree)
97,True,7/1/25 1:36,R_81vdqMNMa3j9PAv,"48,1436","16,2941",EN,"0,3000000119",,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,Male,Kosovo,Medical Doctor,2,5 (Strongly agree)
882,True,7/1/25 7:49,R_2oEKua6O3vMTUem,"42,4411","19,2632",EN,"0,8000000119",,Yes,"1. The students in the class 
2. In the classroom 
3. Russia’s cyber attack 
4. Russia’s cyber attack which shutdown the whole electricity in some part of the Balkans.
5. 2 Hours
6. It showed how unprepared the Balkans were from these attacks.",25,Colleague,,Other,No,Workplace/University,,"Personal experience (e.g., cybersecurity incident),Other (please specify)",Russia’s attacks,"Incidents (ransomware attack, data breach, leak, device theft etc.)",,3,Interested/curious,,Because I never experienced before what a powerful cyber attack can do,Interested/curious,,Because the attacked showed that we were not ready in any shape or form to protect our country from such threats,Yes,To protect our personal data better,"Yes, I had (How many?)",3,No,,,,,,,,,,,,,,,,,,,,,,,,24,Male,Montenegro ,Management and Energy Policy ,2,5 (Strongly agree)
1104,True,7/1/25 9:51,R_279FfKZ156lN61h,"48,0825","11,5678",DE,"0,8000000119",,Yes,"Mein Mann und ich haben uns über den Unterschied zwischen Obfuscating und Encrypting unterhalten.

Er ist 31, ""Vollblut""-Informatiker seit über 15 Jahren, mit vielen eigenen Projekten, eher hardware-nah (möglichst kein Frontend).

Ich bin 30, war ebenfalls im IT-Bereich tätig, bin jedoch Psychologin (und hole nun meinen Master nach) und habe früher im HR alle Software-Abteilungen in einem Start-Up (100 Leute) begleitet und bin dann Richtung Projektmanagement.
Ich selbe entwickle nicht, habe aber ein *riesiges* Interesse an Software-Entwicklung, habe Software-Abteilungen begleitet (z.B. Refinements geleitet, in denen ich die Konzepte verstehen muss um gut moderieren können, z.B. wieso Singletons schrecklich sind, Race Conditions, Release Candidates, Breaking Changes, ...). Zudem habe ich eigene kleine Software-Projekte, die aber vernachlässigbar sind. (kleine Homepage, einen Urlaubsrechner, der in Excel zwar viel einfacher wär, aber zum Üben damals, ...).

Mein Mann und ich haben seit 2 Jahren eine Whatsapp-Gruppe zu zweit, in dem ich alles reinschreibe, was ich gerne besser verstehen möchte. Immer, wenn wir spazieren sind, zu zweit Essen gehen o.ä., picken wir uns dort Themen raus. Das können Themen wie Heap/Stack sein, wieso es so viele Linux Distros gibt, warum regex so komplex ist, etwas tiefer über Pointer (und Smart Pointer) sprechen usw. Es kommen so im Schnitt 1-2 Themen in die Gruppe (mal mehr, mal weniger) und es sind noch einige offen. Manche sind sehr umfassend, manche sehr präzise.

Wir waren also letztens (vor 2 Wochen?) im Zoo spazieren, das machen wir etwa 1x pro Woche, ich habe vorgeschlagen, ob wir uns ein Thema rauspicken und habe mich für Obfuscating vs. Encrypting entschieden. Der Auslöser war somit ""Interesse"" und ""Gewohnheit"", dass wir uns bei vielen Spaziergängen unterhalten. Über das Thema haben wir uns ca. 20-30 Minuten unterhalten und sind danach zu Quantencomputern und danach zu Kernel-Development gerutscht.",1,Other (please specify),verheiratet,Myself,No,"Public space (e.g., café, train)",,"Someone asked for advice,Other (please specify)",Neugierde,"Application areas (web browsing, smartphone, social media etc.),Identity theft or fraud,Security behavior (choice of passwords, updating software etc.),Other (please specify)",Verschlüsselung,4,"Interested/curious,Confident/informed,Other (please describe)","Ernst genommen, gewertschätzt, Interesse des anderen an mir","Ich spreche mit meinem Mann sehr gerne über Software-Themen, die ich von mir aus initiere (außer er hat was von der Arbeit, dann das auch). Er erklärt sehr gut und ich freue mich immer, wenn er mir Dinge erklärt, ""obwohl"" er das teils sehr runterbrechen muss, aber ich eben nicht ""die kleine nervige Frau bin, die so tut, als hätte sie Interesse, aber eh nicht zuhört""","Interested/curious,Confident/informed,Helpful/responsible,Other (please describe)","Geliebt, gut, gewertschätzt","Mein Mann freut sich, besonders im Kontrast zu unseren Erfahrungen mit Pärchen im Freundeskreis, dass ich echtes Interesse habe. (fast alle MINT, und bei den Paaren, wo nur einer im MINT-Bereich ist, blockt der Partner total (""omg bleib mir mit so IT-Kram fern, das interessiert mich 0"").
Und insbesondere, dass dieses Interesse nicht wegen meiner Liebe zu ihm ""forciert"" ist, sondern ich dieses Interesse auch schon seit über 15 Jahren habe (nur hatte ich früher keinen Gesprächspartner und mich beruflich für eine andere Richtung entschieden).

Zudem bedanke ich mich immer sehr, wie toll er das erklärt und wie sehr ich mich über unsere quality time freue",No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,30,Female,Deutschland,M.Sc. in Psychologie,1 (Strongly disagree),5 (Strongly agree)
1317,True,7/1/25 11:28,R_8ASCU7FAWWrsta5,"48,1078","11,586",DE,0,,Yes,"1. Kollegen vom Seniorenstudium, meine Frau
2. Café
3. warum braucht man für den unwichtigsten Quatsch, z.B. wenn man sich Karten für einen Kinobesuch besorgt ein Password, dass dann im schlimmsten Fall von einem Rechner erzeugt wird und auf einem bestimmten System gespeichert wird (weil man es sich nicht merken kann). Damit wird der Sinn eines Passwords ad absurdum geführt 
4. Viele Kollegen fühlen sich überfordert, z.B. das LSF bei der LMU zu benutzen und haben Angst Bankgeschäfte durchzuführen - sie verwechseln die Systeme der Bank mit anderen Computeranwendungen. (Bei der Bank kann ich ein Password nur 3 mal eingeben - bei den anderen Computeranwendungen unendlich oft)
5. ca. 30 Minuten
6. man kann an der LMU einen Cloudspeicher erhalten/beantragen - dies ist bei der Beantragung und bei der späteren Verwendung dermaßen unnötig kompliziert, dass die wirklich wichtigen Dinge dabei völlig aus dem Blickfeld geraten.",4,"Colleague,Acquaintance",,Other,"Yes, somebody I know","Public space (e.g., café, train)",,"Personal experience (e.g., cybersecurity incident),News story or social media post,Someone asked for advice",,"Application areas (web browsing, smartphone, social media etc.),Identity theft or fraud,Security behavior (choice of passwords, updating software etc.),Security tools (password managers, antivirus, VPN etc.)",,5 (Strongly agree),Confident/informed,,Ich bin in der EDV-Branche seit ca. 40 Jahre tätig,Annoyed,,"weil die Personen, die diese fürchterlichen Anwendungen schreiben, kein bisserl nachdenken und nur das immergleiche vorhandene Prozedere abschreiben",No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,71,Male,Deutschland,Rentner,1 (Strongly disagree),5 (Strongly agree)
386,True,7/1/25 12:29,R_2hbSZ9haKW0Kmvq,"48,1475","11,5865",DE,,,Yes,"Seniorenberatung im ASZ
Sichereit im Netz, was soll man tun, worauf soll man achten
Nachfrage in der Beratung
30min
???",1,Stranger,,Other,No,"Public space (e.g., café, train)",,Someone asked for advice,,"Application areas (web browsing, smartphone, social media etc.),Identity theft or fraud,Incidents (ransomware attack, data breach, leak, device theft etc.),Privacy tools (permission manager, cookie banners etc.),Security behavior (choice of passwords, updating software etc.),Security tools (password managers, antivirus, VPN etc.)",,4,Interested/curious,,Da ich mich schon längermit dem Thema beschäftige,Worried/anxious,,"Unkenntnis, wass sollte sie tun und wann und wo",Yes,"Denke, das die Peson nun informirter ist, als vorher",,,No,,,,,,,,,,,,,,,,,,,,,,,,73,Male,Deutschland,Rentner / Dipl.Wirtschaftsing.&Elektroing(grad) / exGeschäftsbereichcontroller,4,5 (Strongly agree)
537,True,7/1/25 13:53,R_8Idasc6vGQpKSxr,"48,1223","11,5112",DE,"0,8000000119",,Yes,"Mein Partner stellte mir zu Hause seinen neuen Passwort Manager vor. Er ist äußerst sicher sagt er und ich sollte aufhören, den Google Passwort Manager zu verwenden, da dieser unsicherer wäre. Ich erwiderte, dass ich kaum Passwort Manager verwende sondern mir fast alle Passwörter merke, aber diese Oft nicht mehr als 8 Zeichen haben. Er empfahl mir, falls es mir zu viel wird mir diese Passwörter zu merken, setzt er sich mit mir zusammen  und richtet den Passwort Manager auf dieser Webseite ein, damit ich nicht Google verwenden muss. 
Das Gespräch dauerte einige Minuten und er hat mir auch eindrücklich gezeigt wie simpel und sinnvoll sein neuer Passwort Manager gestaltet ist. Er hat mir glaubhaft versichert, dass er sich ausführlich informiert hat über die erhöhte Sicherheit, durch die Länge und Komplexität der vorgeschlagenen Passwörter.",1,Friend,,Other,No,At home,,Other (please specify),sein drang sichere Passwörter zu haben,"Application areas (web browsing, smartphone, social media etc.),Security behavior (choice of passwords, updating software etc.),Security tools (password managers, antivirus, VPN etc.)",,4,"Interested/curious,Confident/informed,Helpful/responsible",,"Weil ich meinem Partner vertraue sich gut über wichtige Themen zu informieren und sie dann gerne mit mir teilt, damit ich auch einen Vorteil davon habe. Es schien auch eine prinzipiell gute Idee zu sein, die ich nur noch umsetzen müsste","Confident/informed,Helpful/responsible",,Er präsentierte belegbare Informationen und er war sich sicher eine gute Empfehlung abzugeben.,No,,"No, but I plan to have one in the future",,No,,,,,,,,,,,,,,,,,,,,,,,,25,Female,Deutschland,Wissenschaftlerin im Bereich Biomedizin,4,5 (Strongly agree)
598,True,7/1/25 14:45,R_21Z8RsXYuERFudG,"48,1475","11,5865",DE,"0,3000000119",,Yes,"1. Ein Freund und ich
2. in einem Sportheim
3. über Whatsapp
4. die Bitte, einer WA-Gruppe beizutreten
5. vier Minuten
6. freilich",2,Friend,,Other,"Yes, somebody I know","Public space (e.g., café, train)",,"Personal experience (e.g., cybersecurity incident),Work/school-related requirement",,"Application areas (web browsing, smartphone, social media etc.),Identity theft or fraud,Surveillance or data collection (government, companies etc.)",,3,"Interested/curious,Worried/anxious,Confident/informed",,weil ich vom Tagwerk schon müd war,"Interested/curious,Confident/informed,Helpful/responsible",,Sie hat sich anscheinend ausgekannt.,Yes,End-zu-End-Verschlüsselunh,"No, but I plan to have one in the future",,No,,,,,,,,,,,,,,,,,,,,,,,,67,Male,Bayern,Medizin / Sprachwissenschaft,4,5 (Strongly agree)
800,True,7/2/25 11:24,R_2As1Po1Wlguk9wJ,"48,2049","16,3662",EN,"0,400000006",,Yes,"1. A work colleague and myself 
2. In the office
3. The steps we take for cybersecurity as individuals handling security themes at work
4. An article I read and shared with said colleague about a security vulnerability 
5. A few minutes (more than 10)
6. No",1,"Friend,Colleague",,Myself,No,Workplace/University,,"Personal experience (e.g., cybersecurity incident),News story or social media post,Work/school-related requirement",,"Application areas (web browsing, smartphone, social media etc.),Privacy tools (permission manager, cookie banners etc.),Security behavior (choice of passwords, updating software etc.),Security tools (password managers, antivirus, VPN etc.)",,5 (Strongly agree),"Interested/curious,Confident/informed",,It's a topic I thoroughly enjoy and interact with ,"Interested/curious,Confident/informed",,They are a professional with a long career that involves handling such topics,,,"No, but I plan to have one in the future",,"Yes, I’d like to describe another conversation","1. A relative and myself 
2. During a voice call online
3. General topics in cybersecurity 
4. The relative is educated in the topic but generally treat their personal cybersecurity lightly
5. A few minutes 
6. No",1,"Friend,Other (please specify)",family member,Other,No,Other (please specify),Online call,"Personal experience (e.g., cybersecurity incident),Work/school-related requirement",,"Application areas (web browsing, smartphone, social media etc.),Privacy tools (permission manager, cookie banners etc.),Security behavior (choice of passwords, updating software etc.),Security tools (password managers, antivirus, VPN etc.)",,5 (Strongly agree),"Interested/curious,Confident/informed,Helpful/responsible",,Same answer as the previous one,"Interested/curious,Indifferent",,They're interested in the topic in theory but find the application to be tedious ,,,,,27,Prefer not to answer,Germany,Working student in IT infrastructure; CS student,3,5 (Strongly agree)
